"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","3.979394","0","3"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Models/World/Table/Table_material2.Table_material2","0","12","2","1","24.470150","0","46"
"/Game/Models/World/Table/Table_material1.Table_material1","0","12","1","1","15.532422","0","73"
"/Game/Models/World/Eggs/Egg1_material1.Egg1_material1","0","12","1","1","17.460613","0","43"
"/Game/Models/World/Chair/Chair2_material.Chair2_material","0","12","5","1","15.680689","0","32"
"/Game/Models/Printer/Printer_material2.Printer_material2","0","0","24","1","0.000000","0","0"
"/Game/Models/Printer/Printer_material4.Printer_material4","0","0","24","1","0.000000","0","0"
"/Game/Models/Printer/Printer_material3.Printer_material3","0","0","24","1","0.000000","0","0"
"/Game/Models/Printer/Printer_material1.Printer_material1","0","0","24","1","0.000000","0","0"
"/Game/Sprites/vstyplenie_Mat.vstyplenie_Mat","0","12","12","1","17.144424","0","18"
"/Game/Sprites/tema_Mat.tema_Mat","0","12","3","1","15.925941","0","44"
"/Game/Sprites/Ryen2_Mat.Ryen2_Mat","0","12","6","1","16.123220","0","34"
"/Game/Sprites/Ryen1_Mat.Ryen1_Mat","0","12","5","1","18.763962","0","32"
"/Game/Sprites/qr2_Mat.qr2_Mat","0","12","8","1","15.737745","0","34"
"/Game/Sprites/qr1_Mat.qr1_Mat","0","12","2","1","15.997159","0","33"
"/Game/Sprites/podskazki_Mat.podskazki_Mat","0","12","2","1","16.477392","0","39"
"/Game/Sprites/mem1_Mat.mem1_Mat","0","12","12","1","18.536785","0","18"
"/Game/Models/World/Eggs/Egg1_material1_6.Egg1_material1_6","0","12","6","1","23.273687","0","34"
"/Game/Models/World/Eggs/Egg1_material1_5.Egg1_material1_5","0","12","12","1","27.514084","0","16"
"/Game/Models/World/Eggs/Egg1_material1_4.Egg1_material1_4","0","12","3","1","22.777010","0","41"
"/Game/Models/World/Eggs/Egg1_material1_3.Egg1_material1_3","0","12","8","1","24.359018","0","34"
"/Engine/MaterialTemplates/VertexAnimation/SimpleBuldge.SimpleBuldge","0","0","31","1","0.000000","0","0"
"/Game/Models/Details/Others/9/9_Detail_material.9_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/8/8_Detail_material.8_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/7/7_Detail_material.7_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/6/6_Detail_material.6_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/5/5_Detail_material.5_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/4/4_Detail_material.4_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/3/3_Detail_material.3_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/2/2_Detail_material.2_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/1/1_Detail_material.1_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Others/0/0_Detail_material.0_Detail_material","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexPaint_2Tex_Color.VertexPaint_2Tex_Color","0","0","54","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Models/World/Carpet/Carpet_material.Carpet_material","0","12","8","1","26.484245","0","34"
"/Game/Models/Workbench/Workbench_material.Workbench_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/Motors/Motor_material.Motor_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/IntSensor/IntSensor_material.IntSensor_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/Hold/Hold_material.Hold_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/DistSensor/DistSensor_material.DistSensor_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/ColorSensor/ColorSensor_material.ColorSensor_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/Battery/Battery_material.Battery_material","0","0","12","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/Models/Details/Print/9/Print_9_Detail_material.Print_9_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/8/Print_8_Detail_material.Print_8_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/7/Print_7_Detail_material.Print_7_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/3/Print_3_Detail_material.Print_3_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/2/Print_2_Detail_material.Print_2_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/1/Print_1_Detail_material.Print_1_Detail_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Details/Print/0/Print_0_Detail_material.Print_0_Detail_material","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetMaterial_X.WidgetMaterial_X","0","0","8","1","0.000000","0","0"
"/Game/Models/World/TV/TV_material2.TV_material2","0","12","5","1","18.109083","0","43"
"/Game/Models/World/TV/TV_material1.TV_material1","0","12","8","1","17.002491","0","34"
"/Game/Models/World/Eggs/Egg1_material1_2.Egg1_material1_2","0","12","5","1","21.215208","0","32"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Sprites/strelka3_Mat.strelka3_Mat","0","12","8","1","23.399765","0","34"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexPaint_4Tex.VertexPaint_4Tex","0","0","54","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetMaterial_Z.WidgetMaterial_Z","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Models/Electronics/ESP/ESP_material.ESP_material","0","0","12","1","0.000000","0","0"
"/Game/Models/Electronics/Driver/Driver_material.Driver_material","0","0","12","1","0.000000","0","0"
"/Game/Sprites/potoloksborki_Mat.potoloksborki_Mat","0","12","4","1","17.756229","0","39"
"/Game/Sprites/foto3_Mat.foto3_Mat","0","12","5","1","15.072169","0","32"
"/Game/Sprites/foto2_Mat.foto2_Mat","0","12","8","1","15.748720","0","34"
"/Game/Sprites/foto1_Mat.foto1_Mat","0","12","2","1","18.977852","0","33"
"/Game/Sprites/electr3_Mat.electr3_Mat","0","12","3","1","17.049673","0","28"
"/Game/Sprites/electr2_Mat.electr2_Mat","0","12","4","1","20.706541","0","30"
"/Game/Sprites/electr1_Mat.electr1_Mat","0","12","4","1","20.076233","0","33"
"/Game/Sprites/fotodrona_Mat.fotodrona_Mat","0","12","8","1","17.858746","0","34"
"/Game/Materials/Invisible_MAT.Invisible_MAT","0","0","30","1","0.000000","0","0"
"/Game/Models/Nuts/M5/M5_material.M5_material","0","12","2","1","16.748657","0","32"
"/Game/Models/Nuts/M4/M4_material.M4_material","0","12","1","1","16.292435","0","39"
"/Game/Models/Nuts/M3/M3_material.M3_material","0","12","6","1","17.997152","0","34"
"/Game/Models/Bolts/M5x20/M5x20_material.M5x20_material","0","12","5","1","16.618536","0","32"
"/Game/Models/Bolts/M4x30/M4x30_material.M4x30_material","0","12","2","1","18.298111","0","34"
"/Game/Models/Bolts/M3x8/M3x8_material.M3x8_material","0","12","2","1","16.157536","0","32"
"/Game/Models/Bolts/M3x6/M3x6_material.M3x6_material","0","12","4","1","17.318613","0","35"
"/Game/Models/Bolts/M3x12/M3x12_material.M3x12_material","0","12","12","1","16.400333","0","18"
"/Game/Models/Bolts/M2x8/M2x8_material.M2x8_material","0","12","12","1","18.243511","0","17"
"/Game/Models/Bolts/M2x6/M2x6_material.M2x6_material","0","12","8","1","19.112265","0","34"
